text,label,score
cm見てからこの動画見に来たけど、この動画だけ再生数バグってるw,NEGATIVE,0.926
このリズム感よな,POSITIVE,0.7149
CMから来ました！,POSITIVE,0.884
このキャベツは…！,POSITIVE,0.6492
まさかのCMにびっくり！おめでとうです✨,POSITIVE,0.9816
群馬県民なら確実にあるあるの曲,POSITIVE,0.5451
今日は少しだけ追い風だな！と喜んで自転車を漕ぐも風速1メートルとかだと自転車のほうが速いので結局向かい風になり、栄枯盛衰、諸行無常を感じつつ通学した学生時代を思い出しました,NEGATIVE,0.8998
日清すげぇなどこまで網羅してるんや,NEUTRAL,0.8604
カプヌのCMでよ使用おめでとうです！着実に前に進んでる。,POSITIVE,0.9918
😋😉,NEUTRAL,0.8316
イントロ内のかみ,NEUTRAL,0.9042
シーフードから,NEUTRAL,0.9475
あのCM元ネタあったんだw,NEUTRAL,0.8404
キャベツ検定で0点出るキャベツ・・・(笑),NEUTRAL,0.9319
この歌めちゃくい,POSITIVE,0.9665
日清のCMから来ましたw,NEUTRAL,0.8209
サビで「ｼｰﾌﾄﾞ!」の合いの手が脳内再生されるようになって泣いてる,NEUTRAL,0.7761
歌愛ユキ懐かしい…10年くらい前に使われてたイメージだからまた色んな人に知ってもらえて嬉しいな、,POSITIVE,0.9904
この曲面白い,POSITIVE,0.9922
投稿したときはこんな流行ると思ってもいなかったんだろうなあと友だちみんなで歌ってます学校で,NEUTRAL,0.58
頭から離れないんだ。離れないんだよ〜,NEGATIVE,0.7174
日清カップヌードルから来ました,NEUTRAL,0.9446
千葉？,NEUTRAL,0.9732
人口の減少とアメリカが核爆弾を投下したことについて日本語の歌を作ってみてください,NEUTRAL,0.8797
当時のアメリカが4つの都市に核爆弾を落としたら、おそらく今、日本の人口は2つの都市に減り、もしかしたら日本人の人口が減っているので将来日本人は滅亡するかもしれないと思います毎年、消えないことを願っています,NEUTRAL,0.7829
やっぱ本家の安心感よね,POSITIVE,0.9781
日常感がすごい,NEGATIVE,0.8702
日本の、こういう曲に使われるアニメって誰が考えるんだろ？何でこういう感覚（センス？）が持てるんだ？なんかツボるわ。日本のユーモラス物って、なんかとぼけてて可愛くて、一度見ると（聞くと）又見たく（聞きたく）なる不思議さ。スゲー癖になる。,NEUTRAL,0.7648
何回きいてもいい！,POSITIVE,0.9134
1:57そうかこれが日清食品のCMの最後のロゴの元ネタだったのか,NEUTRAL,0.9594
リコーダーを思いっきり吹く表情可愛い,POSITIVE,0.9916
👍,NEUTRAL,0.8316
シーフードヌードルのCMがテレビで流れた時ビックリ‼️&爆笑🤣,POSITIVE,0.7674
新たな伝説のはじまり,NEUTRAL,0.5448
CMデビューおめでとう。いやすご,POSITIVE,0.9812
これはまさか伝説のキャベツか？,NEUTRAL,0.8899
サブスク配信お願いしますよ,NEUTRAL,0.9039
時々、脳内でメロディーが樋屋奇応丸のCMで上書きされてしまうので、定期的に聞き直している。,NEUTRAL,0.8562
この曲好きだから早くLINEミュージックに来る事願う！！笑,POSITIVE,0.9763
日清食品のcmになったのでもう一度来ました。,NEUTRAL,0.5951
カップヌードル,NEUTRAL,0.9327
出世したのお！シーフードヌードルのCMめっちゃ可愛い。特にイカが溶けるとこ,POSITIVE,0.9876
カップメンのCM出てた子だ！！,POSITIVE,0.9437
緑ボールきゃべつって元ネタなんだっけ笑笑笑,NEUTRAL,0.7376
声で草,NEUTRAL,0.9418
シニカルな感じ,NEGATIVE,0.9727
キャベツキャベツ、キャベツ,NEUTRAL,0.8295
CM出演おめでとう！！歌愛ユキが世間に知れ渡って嬉しいよー！！,POSITIVE,0.9934
元ネタより最風擦ってるカズヤ君頭に流れるの俺だけ？（依存しやすすぎる...）,NEUTRAL,0.4988
Wwww😂,NEUTRAL,0.7174
cmおめ,NEUTRAL,0.8547
カップヌードルで知ったけど、企業がCMに採用するだけあるなぁーアニメーションも込みでセンス良い作品👌,POSITIVE,0.9637
自分の住んでる県冬風強いし寒い,NEGATIVE,0.9756
ずっと座る！！！！！！！！！！！！！！！！！！！！！！・・・・・・・・・・・・・・・・・🎉🎉🎉🎉🎉🎉ははは、！！！、それわ、ないないないないないないない！😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮!!!、？？？,NEUTRAL,0.5826
强风大背头😂,NEGATIVE,0.3782
なんか勝手に「ッシーフードゥ！」って聞こえるようになりました,NEUTRAL,0.842
気になる動画だな、気になってしょうがない。,POSITIVE,0.8214
強風注意報出てると聞きたくなるやつ↓↓↓↓↓,NEGATIVE,0.8723
カップヌードルから来ました。うせやろコメント出来ないw,NEUTRAL,0.8549
夜明けなのキャベツ出てるの草,NEUTRAL,0.9205
歌詞に「風さえなくなればあったかいのに」っあるけど、この子が半袖なの「最近暑いから半袖来てこっかな〜」って思ってたら見事に風にやられたんだな〜感があって好き,POSITIVE,0.9837
1:39この顔好き😂,POSITIVE,0.9278
カップヌードルのCM聞いて、また聞きに来たー,POSITIVE,0.5342
ダッチさんをリスト,NEUTRAL,0.9396
カップヌードルのCMを見てここに来た！シーフードヌードル今食べてる同士いる？,POSITIVE,0.7886
テストの時流れてくるの僕だけ？いい意味で中毒性が薬物レベル,NEGATIVE,0.629
これCMあってたよね？,NEUTRAL,0.9323
これが元ネタかー！,NEUTRAL,0.5554
途中で作画崩壊キャベツ出すのやめい笑,NEGATIVE,0.8377
日清「シーフード売れんなぁ、せや！強風オールバック風CW作ろ！売れるか不安やな、、え！？急上昇＃18？？！！これは急上ヌードルカップやな！」,NEUTRAL,0.8118
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,NEUTRAL,0.4968
この子可愛いから見ちゃう笑,POSITIVE,0.9624
已经有人把它做成一个Windows应用程序了……,POSITIVE,0.9104
間奏中に切ってるのメロンかと思ったら作画崩壊で有名なボールキャベツで草,NEUTRAL,0.8473
勢いのあった時のポリシックス感があってマジで好きな曲です‥日清のお陰で知りました‥,POSITIVE,0.9772
子供がよく歌ってたから調べて聞いたら耳に残ってもうたわ,POSITIVE,0.6583
恋愛も人生訓も全く込められてない、実に清々しい歌だった。救われる。,POSITIVE,0.9484
この曲では前に進めなくて、CMでは前に進めてるのまじで成長を感じる,POSITIVE,0.9567
なぜかおすすめにでてきたなぞのきょく,NEUTRAL,0.5714
この女の子がキャベツ切ってるとこ好き,POSITIVE,0.9858
CM化おめでとうございます(＾ω＾),POSITIVE,0.9723
なぁぜ、AppleMusicないん？,NEUTRAL,0.5329
まさか…CMに採用されるとは………。,NEUTRAL,0.7734
3647万回強風に吹かれてお亡くなりになった女の子,NEGATIVE,0.9279
カップヌードルのCMに採用されてて草,NEUTRAL,0.7631
多分せつなくて感じのいいコード進行してるのに、イヤホンとかTVスピーカーじゃないとちゃんと聴こえないのがなぁ,NEGATIVE,0.9869
0:54で鳩じゃない1羽も乱闘に参加してて面白すぎる,POSITIVE,0.9848
夏暑すぎてお亡くなり,NEGATIVE,0.9903
この曲中毒性ありすぎてやばい。仕事中も突然脳内に流れてくる。,NEGATIVE,0.9604
0:14リコーダーを取り出した痕跡が。ランドセルが開いている。どこで開けたのだろうか？わからんぞぉ,NEUTRAL,0.8536
カプヌから来ました,NEUTRAL,0.9398
有名になり過ぎて、カップヌードルのCMに使われてんの草w,NEUTRAL,0.5379
CM入りまーす。なんだよ、CMかよ、「夏暑すぎて〜」？！,NEUTRAL,0.6747
伸びすぎだろ普通に,NEUTRAL,0.6266
この人が弱すぎるだけwrywww,NEGATIVE,0.8566
歌の意味が分かりません、どういう意味,NEGATIVE,0.8522
神,POSITIVE,0.9014
日清からオファー受けけててビビった普通に良いCMでワロタ,POSITIVE,0.9887
脳内で夏の替え歌できた件,POSITIVE,0.9028
クセになる楽曲計算され尽くして作られてんだろなあそんなことより、歌詞はおおごとになってんのになんだろうこのなごみ感,NEGATIVE,0.6225
聖地はここですか？,NEUTRAL,0.9062
1:24ここすき,POSITIVE,0.9545
この時はまだCMになるとは思わなかった…,NEGATIVE,0.7713
CM見るまで聴いたことなかったですが、今では毎日見にきてます,POSITIVE,0.7422
変なところで日清社長にヘッドハンティングされたなぁ😅,NEUTRAL,0.787
これ見てたら、惑星ループ思い出した,NEUTRAL,0.9201
可愛ユキの声は昭和歌謡のイメージを思い起こせるのは何故だ？,NEUTRAL,0.8539
1:11誰も触れてへんけどこれ有名なアニメの作画崩壊シーンのやつか？,NEUTRAL,0.6928
いつも通り作った曲が急にバズって誰もが知ってる大企業に採用されるの人生の一つ目の転機で草,POSITIVE,0.6341
shuffleのキャベツネタが出てくるとは,NEUTRAL,0.9503
歌詞は好きだけど、主がインキャでボカロ使ってるから嫌い,NEGATIVE,0.987
カプヌCMおめでとうござます！！🎉🎉🎉,POSITIVE,0.9832
崩壊キャベツ出演してるじゃんwwwwww,NEUTRAL,0.5839
🎉🎉🎉🎉🎉🎉🎉,NEUTRAL,0.8316
一瞬ラグトレイン連想したのは俺だけじゃないはず、、、,NEGATIVE,0.7067
日清食品のCMで19日から流れている恒例「夏はシーフード」シリーズに「強風オールバック」が使われましたね。夏暑すぎて終わったわカプヌうまいのに売れてない…シーフードだけでも食べてほしい夏夏食っとけシーフード夏暑すぎて終わったわ辛くしとけば売れるかな？ちょっと辛口で夏限定夏夏食っとけシーフード,NEUTRAL,0.636
カップ麺のCMからきたけど、これ中毒性すごいあるな,NEGATIVE,0.7295
まさかCMにまでなってたとは驚きwww,POSITIVE,0.6649
日清天才やろ,POSITIVE,0.9118
日清はテレビCM枠を高級なニコニコ動画だと思ってそう,NEUTRAL,0.9022
鳥達も一緒に演奏してるとこじわる,POSITIVE,0.9198
日清センスあるわ,POSITIVE,0.976
CMおめでとうございます！,POSITIVE,0.9919
若い人はアレがキャベツだとは思ってもみないだろうな…,NEGATIVE,0.6503
本当に【日清】目のつけどころが凄い😂,POSITIVE,0.9579
耳に残る曲は神曲,POSITIVE,0.9565
日清食品ってただイカれたCMを流してる企業じゃなかったんだな。替え歌だけど、この曲を選曲するとは…,NEUTRAL,0.7662
1日に40万回再生、、、、、、、、、、,NEUTRAL,0.4944
この曲・・・歌愛ユキのボカロ曲だったとは・・・知らねぇかったんだよなぁ・・・（偶然・・・Blu-rayデスクで録画した番組を見てた時・・・偶然・・・「どっかで見たような？キャラで歌声だな」って、思って、見たら・・・ボカロ曲で小学生ボカロキャラの歌愛ユキが載ってて・・・）しかも・・・！？偶然にも・・・いつの間にか！？・・・このボカロ曲、老舗カップラーメンで有名な日清食品の「カップヌードル」のCM宣伝ソングに選ばれちゃってたとはなぁ！？・・・Σ(ﾟДﾟ)・・・すっげぇ！！・・・知名度があまりねぇ歌愛ユキのボカロ曲でCM宣伝でＭＶ映像化するとは・・・Σ(ﾟДﾟ)思わねぇかったなぁ・・・,NEUTRAL,0.4712
これがCMの元曲でしたかボカロ曲がCMの曲に採用される時代…ほんと凄い時代になりましたね,POSITIVE,0.8384
カップヌードルCM「夏は食っとけシーフード篇」から来ました。女の子、可愛いね♪,POSITIVE,0.9899
日清のCMいつもぶっ飛びすぎてるからシンプルな歌のコラボがマシに感じてしまうというねｗ,POSITIVE,0.9387
大手企業の日清のcmになってるやん！,NEUTRAL,0.9195
この曲マジで嫌いなのにCMになってて泣いた,NEUTRAL,0.6844
なんかもう全てが可愛いくて好き,POSITIVE,0.9924
なー・がいみみー・げがのー・びてくるなー・がいみみー・げがのー・びてくる,NEUTRAL,0.6786
日清のCMで知りました。癖になる歌ですね。下手なリコーダーも小学生っぽくていい味です。まぁそれはそうと、休校の連絡網回せや。って、思いました。,POSITIVE,0.9104
鳥だけじゃなくて犬も可愛い！,POSITIVE,0.9893
なんて美しいんだろう:D,POSITIVE,0.9238
昔のニコ動みたいって思いました,NEUTRAL,0.908
元の歌あったんだ！,POSITIVE,0.6468
絶対日清のCMで中毒者が増える,NEGATIVE,0.7355
誰か強襲ウォールハックで誰か作ってちょ,NEUTRAL,0.6136
カップヌードルで知ったが中毒性あるなｗ,NEGATIVE,0.7765
センスすご,POSITIVE,0.9291
これ永遠に頭の中で流れてる,POSITIVE,0.5925
日本のアニメーターにはこのようなエンディングアニメーションを作れるような人が必要,POSITIVE,0.5539
この人もまさか投稿数ヶ月でCMデビューするとは思わなかっただろうな…,NEUTRAL,0.4822
Cm好き,POSITIVE,0.9824
ユキちゃん、一定の間隔でスルメ曲が出る法則は何なんやろ…。CMおめでとう、謎に差し込まれたキャベツの作画崩壊好きよ。,POSITIVE,0.9787
CMおめでとうございます,POSITIVE,0.9738
cmおめでとうございます㊗️🎊,POSITIVE,0.9859
CMに使われた瞬間また流行ったわ流行してるのにまたバズる,NEGATIVE,0.9706
なんとなく冬の群馬感,NEGATIVE,0.6811
いいねが伸びるのは運だね,POSITIVE,0.9125
CMから来た人‪✋,NEUTRAL,0.8412
何がバズるか判らねえな。ただ、この曲は脳内リピートが凄いのでバズるのも判る。,NEUTRAL,0.6775
この作画崩壊キャベツ見たことあるなぁ,NEUTRAL,0.8231
誰も触れてないから言うけど、イントロでカスタネット叩いてるカラスがめちゃめちゃ可愛いのよ...,POSITIVE,0.9545
誰かこの曲を無理やり考察してくれ(他力本願),NEUTRAL,0.7763
CMできゅうくらりんパロ残したままなのほんま草,POSITIVE,0.4989
ぶん殴りたい面構え,NEGATIVE,0.8566
テレビで出てきて聞きたくなった！,POSITIVE,0.9841
本人もここまで伸びるとは思わなかっただろうなぁ...,NEGATIVE,0.8214
群馬のための歌ですか？？？？！,POSITIVE,0.7481
シーフードからきた,NEUTRAL,0.931
仕事で疲れてる時に聞くと癒される,POSITIVE,0.9771
字幕見ないと言葉が全然聞き取れないし聞き取りづらいけどなぜこんな調教にしたんだろう,NEUTRAL,0.6051
日清CMから来た作画崩壊キャベツで草生えた,NEUTRAL,0.8419
日清から来ましたハマりました,POSITIVE,0.9688
日清のCM出演おめでとう,POSITIVE,0.9877
癖になるテンポでめっちゃ好き,POSITIVE,0.991
はっきりしゃべれよオラ,NEUTRAL,0.6689
カップヌードルの基、これか～。,NEUTRAL,0.8176
このPVなんか可愛いし癖になる歌ですき😂🎉,POSITIVE,0.991
これちゃんと聞いたこと無かったけどいいね,POSITIVE,0.9086
ハトの群れに紛れてるハトみたいな生き物は何？,NEUTRAL,0.9607
CM見てきたけどなんか懐かしい気持ちになったわ,NEUTRAL,0.8116
シーフードヌードル買いに行こ,POSITIVE,0.7498
きゅうくらりん要素もあって好き😊,POSITIVE,0.9931
まさかCMでくると思わんやん……,NEGATIVE,0.8218
ほんま日清のcmセンス良くて好き❤️,POSITIVE,0.9907
カップヌードルシーフードから,NEUTRAL,0.9441
このキャベツ、けよりななのか…,NEUTRAL,0.759
この子かわいいのわかる人おる？,POSITIVE,0.8787
早くiTunesでダウンロードしたいぜ。まあ、ここはアルバム出るまでの楽しみよ。,POSITIVE,0.9909
カップヌードルの広告面白かったー,POSITIVE,0.977
日清の方から来ました！！,POSITIVE,0.8725
この曲はいいと思うけどCMのカップヌードルをカプヌって略すのは無理があると思う,NEGATIVE,0.8906
cm出てコメント新しい順にした人手挙げなさい,NEUTRAL,0.536
CMおめでとう(*ﾟ∀ﾟ)*｡_｡)*ﾟ∀ﾟ)*｡_｡),POSITIVE,0.9765
カップヌードルからやってきた！Yukopiさんと日清食品のセンスに脱帽ですw,POSITIVE,0.9716
天才かな？,NEUTRAL,0.9115
これ心臓マッサージにいいんじゃない？,POSITIVE,0.7113
グンマー帝国の国歌か？,NEUTRAL,0.9412
この人歯医者の歌の人なんだ！！？一時期ハマってめっちゃ聴いてた思い出！😂日清とのコラボおめでとうございますー！！すごすぎ！1:24のﾊﾋﾟｭーみたいな情けない音好き,POSITIVE,0.9928
日清のcmみて、また来ましたｗｗ,POSITIVE,0.905
なつしなしたしてぬてしねけ😂,NEGATIVE,0.6226
主、天才だな！！,POSITIVE,0.905
とても中毒性のある曲で毎日聴きたくなるwww,POSITIVE,0.9608
ぜひキャベバンバンともコラボしてほしい,POSITIVE,0.9308
あのCMでこの曲を聞くひと増えてほしい,POSITIVE,0.7781
絶対日清目のつける所センスありすぎ,POSITIVE,0.9844
夏暑すぎたのでシーフードヌードル買います,NEUTRAL,0.933
。原曲ライセンス契約の締結後に製作されました。,NEUTRAL,0.7743
なんでこれこんな流行ってるの？,NEUTRAL,0.9219
日清センス良,POSITIVE,0.9819
CMで見たからまた原作見たくて戻ってきたカプヌの方は30秒に収めるためにテンポあげてるんだね,NEUTRAL,0.6343
友達に「ゆきちゃんみたいな妹欲しい」って言ったらキモいって言われたんやが,NEGATIVE,0.9123
オールバックになるのは全然良いんだ。定期的に貞子になるのが許せないの。何回どけても耳にかけても顔に髪の毛が張り付いてくんだよ。(前髪ない民より)それとリコーダーのところが大好きすぎました。,POSITIVE,0.9848
CMで有名になったかな？,NEUTRAL,0.9463
3600万回再生と日清のCM🎉,NEUTRAL,0.5676
TMレボリューションの動画を探してたらおすすめに出てきました。良いですね,POSITIVE,0.9925
CMになっててびっくりした！😳おめでとう！🎉🎊,POSITIVE,0.9863
日清の目の付け処がシャープ,NEUTRAL,0.9081
今現在3598万回生どうぞ、、、,POSITIVE,0.6057
cm見ました！！おめでとうございます🎉,POSITIVE,0.993
２日前に日清のCM見て、そっから来ました、これで聴くのn回目です,POSITIVE,0.8583
CM見た時家族全員で固まった2.8万回再生だったときが懐かしい……うん、私は古参だ…！,POSITIVE,0.8498
カプヌが公式過ぎて別バージョンみたいでどっちも可愛い,POSITIVE,0.9835
まさかこの曲が日清の目にとまり、CM化するとは思わなかった😂😂,NEUTRAL,0.6514
CM!!,NEUTRAL,0.593
大好きこの歌❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,POSITIVE,0.6082
最近弟が歌ってるからなんやろ〜て聞いたらこれか！,POSITIVE,0.9268
カップヌードルシーフード買いました！,POSITIVE,0.98
1日に35万回再生は凄すぎ,POSITIVE,0.7687
CMから来た。キャベツとか元ネタ知ってる人、今の若い子でどれくらいいるんだろ。😅,NEUTRAL,0.9416
日清コラボおめ！！,POSITIVE,0.9721
ほんとに風強いと前髪オールバックだわ🍃のぅぅ⤴︎,NEUTRAL,0.6261
From日清カップヌードル日清にはいつもまでも尖っていることを願ってます。,POSITIVE,0.5874
日清のcmから来ました。独特なリズムとこの絵が完璧👌,POSITIVE,0.8815
この曲がつけっぱなしになってるテレビからいきなり流れてびっくりしてＹｏｕｔｕｂｅで検索したらまじで日清食品の公式ＣＭだった、、、なんでやねん,NEUTRAL,0.7387
日清のCMから来ました！癖になる曲調と声...この機会に知ることができてよかった🎒🌪️作画崩壊キャベツがあるのがツボでした,POSITIVE,0.9882
日清から飛んできた新参者です🙇,NEUTRAL,0.887
日清はセンスいいなぁ、,POSITIVE,0.976
cmに採用されたけど音楽性とかはセカオワには劣るよね,NEGATIVE,0.8345
バグ大の守若の兄貴の歌ってみたから来た人⬇,POSITIVE,0.6335
日清に使われてるのスゴすぎる,POSITIVE,0.8093
CMの姿が完全にポケットモンスターバイオレットの女主人公の服装で二度見した(),NEUTRAL,0.904
大好きな「きゅうくらりん」が負けただと...ﾁｸｼｮｰﾒｰ,NEGATIVE,0.6863
カップヌードルのCM出演おめでとうございます🎉,POSITIVE,0.9735
強風に外に出ようとするリコーダー吹く小学生っていうこれでもかってくらいカップヌードル食べなさそうな子がCM起用されるのおもろい,POSITIVE,0.9501
シーフードのcm見て、こっちにも動画載ってないか確認して来たけど、載ってなかった😢,NEGATIVE,0.874
1:55この表情好き,POSITIVE,0.9874
1.25倍速，超魔性!!,POSITIVE,0.9484
やるね日清。(^^)d,POSITIVE,0.955
吹き飛ばされてるネコすこ,NEUTRAL,0.6278
ここまで侵略してきた日清食品...好き,POSITIVE,0.9863
再生数も強風みたいに伸びてる,NEUTRAL,0.7937
#日清は天才,POSITIVE,0.9376
この歌やばい中毒になる,NEGATIVE,0.9535
止まらない強風オールバック,NEGATIVE,0.7485
まさかのまさか！ニッシンカップヌードルのCMに起用されるとは😃,NEUTRAL,0.5313
日清cm見た人手を挙げなさい。先生は怒ったりするかもしれないから,NEGATIVE,0.5546
シーフード,NEUTRAL,0.9155
これってトレスしてもいいですか？,NEUTRAL,0.6676
そこのお前、日清CM見て新しい順にしただろ。,NEUTRAL,0.8167
日清に目付けられたwwwww,NEUTRAL,0.6153
CMになってて嬉しい｡☺️,POSITIVE,0.992
すごく印象に残っています❤自分が好きなYouTuberが歌ってみたしてて気に入った❤,POSITIVE,0.9919
キャベツが作画崩壊キャベツなんだな。,NEGATIVE,0.7501
日清のシーフードヌードル他のYouTubeのネタは知ってたけどこれだけは知らなかったわ😂,NEUTRAL,0.6536
日清コラボのおかげでユキちゃんの声がテレビで聞けて嬉しすぎる,POSITIVE,0.9943
あらゐけいいち？,NEUTRAL,0.9714
頭使わない日々をおくってそうな曲ゆきちゃんがリコーダーを吹いているのに、登校さえもできないという真っ直ぐなようで面白い。…,POSITIVE,0.8537
日清のコラボCM出てびっくり‼️,POSITIVE,0.9147
カップヌードルCMおめでとうございます急に上がってきてびっくりしました,POSITIVE,0.9256
tiktokの歌,NEUTRAL,0.9102
遅刻した事ないけどした時の気持ちはヤバい,NEGATIVE,0.9423
シーフードぅ！,POSITIVE,0.7284
産まれた時点で詰んでる同じ世界なのに特定の人には逆風が吹いている境遇によっては命を落とす人もいる耐えきれずに頭がおかしくなる,NEGATIVE,0.9946
日清デビューおめでとう！！！カップヌードル買ったるわ,POSITIVE,0.9855
Davie504がこの曲をベースで演奏し、同じビデオで別のアニメーションを作成しました....,NEUTRAL,0.9055
カップヌードルから,NEUTRAL,0.9456
下手くそでも商品になるギリギリを計算して作ってる曲だなMVが凄いだけで歌は大したことない,POSITIVE,0.9001
日清も流行に乗ってますねカップヌードルのcmコラボおめでとうございます🎉,POSITIVE,0.9773
メメ。,NEUTRAL,0.7253
CM見て「ここまで来たか…」と思いました。上から目線でごめんなさい,NEGATIVE,0.8927
みんなカプヌのCMでかまびすしいな？人の事言えた義理じゃないが。,NEUTRAL,0.4763
Yukopiさんも出世しましたね。UNDERTALEのアレンジが好きで良く聞いてました。作詞作曲を始めた時はちょっと離れてましたが、こうして有名人になっていて寂しさもありましたが、それでもチャンネル登録者数は昔のままで、懐かしさもありCMにも起用されとても嬉しいです。これからも頑張ってください！できれば、またUNDERTALEのアレンジも出して欲しいです。それで、アレンジの方も……いや、アレンジの方で有名になって欲しいです。,POSITIVE,0.9839
うぽつ,NEGATIVE,0.7955
日清も流石だなと思った今日このごろ,NEUTRAL,0.7726
cmに出てきてびびった,POSITIVE,0.5202
cmおめでとう(*´ω`*ﾉﾉ☆ﾊﾟﾁﾊﾟﾁ,POSITIVE,0.982
CMおめでとうございます！日清のyoutubeチャンネルは急上昇５位になっています,POSITIVE,0.9887
CMおめでとう,POSITIVE,0.9751
カップヌードルのcm誰かが適当に作ったのかと思ったらしっかり本家と本家だった。,NEUTRAL,0.8891
強風オールバックって外出た瞬間終わったわの曲がいいんだよね！❤,POSITIVE,0.9221
風が強すぎてついに日清まで飛んでくるようになったんだ、、、,NEUTRAL,0.7681
まさかカップヌードルのCMになるとはｗ,NEUTRAL,0.9458
これは、学校不登校児の心理をえぐった問題作、ですな。,NEUTRAL,0.7983
外でないから終わったわ就職できずに進めない視★線★強すぎてお亡くなり定期定期定期的にホームバック★,NEGATIVE,0.8973
意味わかんね、こんなんが3000万再生かよ,NEUTRAL,0.802
まさかあの日清とコラボするとは、、すごすぎだろ、、しかもあっち急上昇はいってるしまた伸びるわ,POSITIVE,0.9816
カップヌードル買っちゃったよ,POSITIVE,0.6405
カプヌのCM化㊗️。ここまで有名になるとは思わなかったから嬉しい,POSITIVE,0.9891
🍜,NEUTRAL,0.8316
外暑すぎてお亡くなり,NEGATIVE,0.9918
ついにcm化されるの草でもめっちゃ嬉しいなあ,POSITIVE,0.9926
やっぱ日本て凄いんだ、日本人なのに凄いと思う,POSITIVE,0.9773
1.25倍速で聞くと遅刻気味の登校になる,NEGATIVE,0.8527
う～たんから来ると物足りなさあるな,NEGATIVE,0.9841
流石日清さん流行を逃さない所強すぎる💪💭,POSITIVE,0.9136
日清のCMから来ました！中毒性やばすぎてめちゃくちゃヘビロテしてます！！,NEUTRAL,0.5386
風がほしい季節になったね,POSITIVE,0.548
伸びるのハヤスギイイイイイイィイイイイィィイイイ！！！！スゲエエェェェェェェエエエエエ！！！！！,POSITIVE,0.9085
どっかのアニメで見たことあるキャベツが出てきた,NEUTRAL,0.7047
なんだただの神曲か,POSITIVE,0.7852
日清に目をつけられるとは...,NEGATIVE,0.7123
某カプヌ会社の目には相変わらず狂いはない,NEUTRAL,0.5759
